X_UTM,Y_UTM,X_NZTM,Y_NZTM,DISTANCE,GPS_ELEV,SP_mVolts,CO2_gm-2d-1,Remarks,X_NZTM_new,Y_NZTM_new,LiDAR_z
307090,5927104,1764027.722,5927707.924,780,47,-218.3982301,0,,1764027.722,5927707.924,40.91
307108,5927100,1764045.537,5927703.176,800,49,-204.6135693,0,,1764045.537,5927703.176,41.31
307127,5927094,1764064.267,5927696.387,820,50,-183.8289086,0,,1764064.267,5927696.387,41.54
307146,5927088,1764082.997,5927689.599,840,50,-187.0442478,0,,1764082.997,5927689.599,41.98
307166,5927084,1764102.81,5927684.767,860,51,-148.259587,0,,1764102.81,5927684.767,42.68
307186,5927084,1764122.79,5927683.932,880,53,-160.4749263,0,,1764122.79,5927683.932,44.53
307205,5927089,1764141.98,5927688.132,900,56,-175.6902655,0,,1764141.98,5927688.132,46.27
307224,5927094,1764161.17,5927692.333,920,55,-166.9056047,0,,1764161.17,5927692.333,47.49
307244,5927098,1764181.317,5927695.493,940,58,-177.120944,0,,1764181.317,5927695.493,48.31
307264,5927098,1764201.297,5927694.657,960,57,-176.3362832,0,,1764201.297,5927694.657,48.94
307284,5927100,1764221.361,5927695.819,980,57,-172.5516224,0,,1764221.361,5927695.819,49.56
307303,5927107,1764240.634,5927702.018,1000,60,-172.7669617,0,,1764240.634,5927702.018,50.85
307322,5927114,1764259.908,5927708.217,1020,65,-167.9823009,0,,1764259.908,5927708.217,51.17
307343,5927108,1764280.636,5927701.345,1040,61,-184.1976401,0,,1764280.636,5927701.345,52.98
307362,5927103,1764299.408,5927695.556,1060,63,-200.4129794,0,,1764299.408,5927695.556,53.74
307382,5927099,1764319.221,5927690.724,1080,62,-203.6283186,0,,1764319.221,5927690.724,54.44
307402,5927094,1764338.992,5927684.893,1100,65,-197.8436578,0,,1764338.992,5927684.893,55.55
307423,5927095,1764360.013,5927685.015,1120,66,-217.0589971,0,,1764360.013,5927685.015,57.5
307443,5927096,1764380.035,5927685.178,1140,68,-225.2743363,0,,1764380.035,5927685.178,58.56
307463,5927097,1764400.057,5927685.341,1160,71,-215.4896755,0,,1764400.057,5927685.341,59.34
307483,5927097,1764420.037,5927684.505,1180,70,-210.7050147,0,,1764420.037,5927684.505,61.04
307501,5927098,1764438.06,5927684.752,1200,70,-221.920354,0,,1764438.06,5927684.752,62.1
307521,5927103,1764458.249,5927688.911,1220,70,-240.1356932,0,,1764458.249,5927688.911,62.41
307539,5927114,1764476.691,5927699.147,1240,71,-206.3510324,3.033727505,,1764476.691,5927699.147,62.25
307557,5927122,1764495.008,5927706.387,1260,70,-197.5663717,6.790390507,,1764495.008,5927706.387,62.59
307578,5927124,1764516.07,5927707.507,1280,74,-222.7817109,0,,1764516.07,5927707.507,63.71
307596,5927115,1764533.676,5927697.764,1300,74,-238.9970501,0,,1764533.676,5927697.764,64.03
307615,5927107,1764552.323,5927688.978,1320,74,-252.2123894,0,,1764552.323,5927688.978,65.16
307632,5927099,1764568.972,5927680.275,1340,73,-236.4277286,0,,1764568.972,5927680.275,66.18
307651,5927091,1764587.618,5927671.489,1360,73,-250.6430678,0,,1764587.618,5927671.489,67.74
307669,5927085,1764605.35,5927664.743,1380,76,-264.8584071,0,,1764605.35,5927664.743,69.76
307688,5927077,1764623.996,5927655.957,1400,75,-255.0737463,1.671680353,,1764623.996,5927655.957,71.54
307703,5927063,1764638.396,5927641.344,1420,79,-255.2890855,0,,1764638.396,5927641.344,72.71
307718,5927049,1764652.796,5927626.731,1440,80,-246.5044248,0,,1764652.796,5927626.731,74.07
307731,5927035,1764665.198,5927612.201,1460,81,-275.719764,0,,1764665.198,5927612.201,75.39
307744,5927020,1764677.558,5927596.673,1480,82,-266.9351032,0,,1764677.558,5927596.673,76.01
307758,5927007,1764691.001,5927583.101,1500,82,-272.1504425,0,Reprocessed the flux and it is 0,1764691.001,5927583.101,76.77
307775,5926996,1764707.524,5927571.401,1520,84,-272.3657817,0,,1764707.524,5927571.401,77.97
307790,5926984,1764722.008,5927558.786,1540,83,-255.5811209,0,,1764722.008,5927558.786,78.49
307806,5926972,1764737.49,5927546.129,1560,85,-250.7964602,0,,1764737.49,5927546.129,79.56
307822,5926962,1764753.056,5927535.47,1580,87,-266.0117994,0,,1764753.056,5927535.47,80.9
307840,5926952,1764770.62,5927524.728,1600,88,-281.2271386,0,,1764770.62,5927524.728,82.64
307857,5926942,1764787.186,5927514.027,1620,90,-279.4424779,0,,1764787.186,5927514.027,84
307876,5926933,1764805.79,5927504.242,1640,90,-290.6578171,0,,1764805.79,5927504.242,85.41
307894,5926926,1764823.48,5927496.497,1660,94,-290.8731563,0,,1764823.48,5927496.497,86.43
307914,5926918,1764843.126,5927487.669,1680,96,-286.0884956,0,,1764843.126,5927487.669,89.23
307932,5926912,1764860.857,5927480.922,1700,98,-277.3038348,0,Reprocessed the flux and it is 0,1764860.857,5927480.922,90.95
307954,5926909,1764882.71,5927477.006,1720,99,-280.519174,0,,1764882.71,5927477.006,93.2
307973,5926906,1764901.566,5927473.214,1740,102,-267.7345133,0,,1764901.566,5927473.214,95.02
307992,5926902,1764920.379,5927468.424,1760,103,-282.9498525,0,,1764920.379,5927468.424,97.06
308011,5926900,1764939.277,5927465.632,1780,107,-278.1651917,0,,1764939.277,5927465.632,98.36
308031,5926898,1764959.174,5927462.798,1800,106,-288.380531,0,,1764959.174,5927462.798,99.78
308051,5926895,1764979.028,5927458.965,1820,109,-314.5958702,0,,1764979.028,5927458.965,101.29
308071,5926892,1764998.883,5927455.132,1840,110,-283.8112094,0,,1764998.883,5927455.132,102.96
308090,5926887,1765017.655,5927449.343,1860,111,-312.0265487,6.748089195,,1765017.655,5927449.343,104.56
308111,5926882,1765038.425,5927443.47,1880,115,-292.2418879,3.87937881,,1765038.425,5927443.47,106.48
308128,5926875,1765055.116,5927435.766,1900,113,-299.4572271,0,,1765055.116,5927435.766,108.04
308146,5926865,1765072.68,5927425.024,1920,117,-316.6725664,0,,1765072.68,5927425.024,110.24
308162,5926852,1765088.121,5927411.368,1940,115,-321.8879056,0,,1765088.121,5927411.368,112.47
308179,5926848,1765104.937,5927406.661,1960,119,-321.1032448,17.6494939,,1765104.937,5927406.661,114.35
308201,5926850,1765126.999,5927407.74,1980,126,-310.3185841,0,,1765126.999,5927407.74,115.85
308222,5926853,1765148.103,5927409.859,2000,126,-321.5339233,0,,1765148.103,5927409.859,117.16
308241,5926856,1765167.21,5927412.062,2020,126,-313.7492625,0,,1765167.21,5927412.062,118.49
308259,5926860,1765185.359,5927415.306,2040,127,-320.9646018,0,,1765185.359,5927415.306,119.71
308279,5926865,1765205.548,5927419.465,2060,128,-325.179941,0,Reprocessed the flux and it is 0,1765205.548,5927419.465,121.19
308297,5926867,1765223.614,5927420.71,2080,129,-345.3952802,0,Reprocessed the flux and it is 0,1765223.614,5927420.71,123.52
308317,5926869,1765243.678,5927421.872,2100,133,-351.6106195,0,,1765243.678,5927421.872,125.34
308336,5926866,1765262.534,5927418.081,2120,139,-337.8259587,0,,1765262.534,5927418.081,127.9
308356,5926873,1765282.806,5927424.238,2140,140,-332.0412979,0,,1765282.806,5927424.238,130.06
308376,5926883,1765303.205,5927433.392,2160,140,-359.2566372,0,,1765303.205,5927433.392,131.95
308394,5926890,1765321.479,5927439.633,2180,140,-367.4719764,0,,1765321.479,5927439.633,133.74
308410,5926902,1765337.965,5927450.952,2200,142,-372.6873156,0,,1765337.965,5927450.952,135.46
308424,5926916,1765352.536,5927464.353,2220,144,-355.9026549,0,Reprocessed the flux and it is 0,1765352.536,5927464.353,136.67
308439,5926931,1765368.149,5927478.712,2240,143,-361.1179941,0,,1765368.149,5927478.712,137.96
308452,5926945,1765381.721,5927492.154,2260,145,-363.3333333,0,,1765381.721,5927492.154,139.35
308466,5926958,1765396.25,5927504.556,2280,147,-365.5486726,0,,1765396.25,5927504.556,140.13
308483,5926971,1765413.777,5927516.833,2300,148,-375.7640118,0,,1765413.777,5927516.833,141.3
308498,5926981,1765429.18,5927526.196,2320,150,-367.979351,0,,1765429.18,5927526.196,142.27
308515,5926992,1765446.623,5927536.475,2340,150,-380.1946903,0,,1765446.623,5927536.475,143.18
308535,5926999,1765466.896,5927542.632,2360,150,-375.4100295,0,,1765466.896,5927542.632,144.94
308552,5926998,1765483.837,5927540.922,2380,154,-398.6253687,0,,1765483.837,5927540.922,146.69
308575,5926998,1765506.815,5927539.961,2400,156,-407.840708,0,,1765506.815,5927539.961,149.4
308594,5926997,1765525.754,5927538.168,2420,156,-403.0560472,0,,1765525.754,5927538.168,151.44
308614,5927003,1765545.985,5927543.326,2440,158,-425.2713864,0,,1765545.985,5927543.326,152.17
308632,5927010,1765564.26,5927549.566,2460,158,-436.4867257,0,,1765564.26,5927549.566,152.93
308652,5927014,1765584.407,5927552.727,2480,158,-428.7020649,0,,1765584.407,5927552.727,153.42
308672,5927013,1765604.346,5927550.892,2500,159,-415.9174041,7.085375279,,1765604.346,5927550.892,153.18
308694,5927007,1765626.073,5927543.978,2520,156,-361.1327434,0,,1765626.073,5927543.978,153.42
308711,5926998,1765642.68,5927534.276,2540,158,-316.3480826,0,,1765642.68,5927534.276,153.13
308726,5926987,1765657.206,5927522.66,2560,159,-284.5634218,0,,1765657.206,5927522.66,153.88
308739,5926973,1765669.608,5927508.131,2580,169,-258.7787611,0,Reprocessed the flux and it is 0,1765669.608,5927508.131,154.91
308746,5926953,1765675.765,5927487.858,2600,166,-276.9941003,0,Reprocessed the flux and it is 0,1765675.765,5927487.858,157.66
308751,5926934,1765679.966,5927468.667,2620,177,-265.2094395,5.244084602,,1765679.966,5927468.667,160.63
308754,5926907,1765681.834,5927441.569,2640,168,-244.4247788,4.838751958,,1765681.834,5927441.569,162.49
308762,5926896,1765689.367,5927430.245,2660,179,-221.640118,0,,1765689.367,5927430.245,163.71
308774,5926885,1765700.895,5927418.754,2680,193,-184.8554572,8.162795046,,1765700.895,5927418.754,165.17
308791,5926875,1765717.46,5927408.054,2700,191,-153.0707965,3.989508113,,1765717.46,5927408.054,167.26
308810,5926873,1765736.358,5927405.261,2720,181,-167.2861357,5.784703828,,1765736.358,5927405.261,171.42
308829,5926877,1765755.506,5927408.463,2740,184,-163.5014749,3.694529976,,1765755.506,5927408.463,173.82
308848,5926880,1765774.613,5927410.666,2760,187,-168.7168142,0,,1765774.613,5927410.666,176.29
308867,5926878,1765793.511,5927407.874,2780,188,-176.9321534,0,,1765793.511,5927407.874,178.14
308889,5926877,1765815.447,5927405.955,2800,187,-169.1474926,10.77955704,,1765815.447,5927405.955,180.43
308912,5926879,1765838.508,5927406.992,2820,195,-159.3628319,9.611173883,,1765838.508,5927406.992,183.3
308931,5926882,1765857.615,5927409.195,2840,197,-150.5781711,0,Track to summit,1765857.615,5927409.195,183.23
308951,5926879,1765877.47,5927405.362,2860,201,-165.7935103,5.697909931,,1765877.47,5927405.362,182.85
308970,5926883,1765896.618,5927408.564,2880,202,-166.0088496,8.96360743,,1765896.618,5927408.564,181.21
308996,5926881,1765922.509,5927405.479,2900,197,-157.2241888,14.34368242,,1765922.509,5927405.479,180.52
309013,5926882,1765939.534,5927405.767,2920,194,-155.439528,2.680942924,,1765939.534,5927405.767,179.63
309038,5926889,1765964.802,5927411.716,2940,194,-162.6548673,6.600670005,,1765964.802,5927411.716,178.21
309050,5926893,1765976.957,5927415.21,2960,187,-163.8702065,3.184023637,,1765976.957,5927415.21,177.47
309071,5926894,1765997.979,5927415.331,2980,184,-174.0855457,3.888895644,,1765997.979,5927415.331,176.24
309090,5926886,1766016.626,5927406.545,3000,183,-199.300885,7.715837884,,1766016.626,5927406.545,174.88
309106,5926873,1766032.066,5927392.889,3020,181,-217.5162242,6.75051084,,1766032.066,5927392.889,173.43
309124,5926866,1766049.756,5927385.143,3040,183,-245.7315634,1.912866508,,1766049.756,5927385.143,172.23
309140,5926856,1766065.322,5927374.484,3060,183,-244.9469027,3.173547402,,1766065.322,5927374.484,170.79
309155,5926841,1766079.681,5927358.872,3080,178,-249.1622419,3.20057232,,1766079.681,5927358.872,169.31
309169,5926826,1766093.04,5927343.302,3100,180,-245.3775811,12.19427825,,1766093.04,5927343.302,167.82
309179,5926809,1766102.319,5927325.9,3120,177,-234.5929204,5.680575083,,1766102.319,5927325.9,165.78
309190,5926792,1766112.598,5927308.457,3140,174,-216.8082596,8.448361828,,1766112.598,5927308.457,163.78
309200,5926775,1766121.878,5927291.056,3160,172,-208.0235988,6.092495803,,1766121.878,5927291.056,161.67
309214,5926759,1766135.195,5927274.487,3180,170,-213.2389381,7.034010282,,1766135.195,5927274.487,159.19
309230,5926751,1766150.845,5927265.826,3200,165,-246.4542773,4.918755867,,1766150.845,5927265.826,157.21
309252,5926751,1766172.823,5927264.906,3220,168,-265.6696165,2.466780296,,1766172.823,5927264.906,155.01
309270,5926759,1766191.14,5927272.146,3240,166,-277.8849558,3.302953286,,1766191.14,5927272.146,152.91
309277,5926777,1766198.886,5927289.836,3260,161,-277.100295,2.788103619,,1766198.886,5927289.836,150.72
309289,5926794,1766211.584,5927306.317,3280,161,-296.3156342,1.557974615,,1766211.584,5927306.317,148.33
309298,5926812,1766221.328,5927323.923,3300,156,-310.5309735,7.168476122,,1766221.328,5927323.923,145.73
309311,5926826,1766234.9,5927337.366,3320,155,-316.7463127,4.746100493,,1766234.9,5927337.366,142.31
309326,5926840,1766250.471,5927350.725,3340,150,-318.9616519,24.30594402,,1766250.471,5927350.725,141.54
309343,5926850,1766267.872,5927360.005,3360,146,-330.1769912,6.910348189,,1766267.872,5927360.005,139.88
309359,5926863,1766284.4,5927372.324,3380,150,-319.3923304,4.156227905,,1766284.4,5927372.324,138.25
309374,5926877,1766299.97,5927385.683,3400,148,-328.6076696,9.444114258,,1766299.97,5927385.683,136.21
309394,5926884,1766320.243,5927391.84,3420,146,-324.8230088,8.096758633,,1766320.243,5927391.84,135.13
309413,5926886,1766339.308,5927393.044,3440,146,-305.0383481,3.361070441,,1766339.308,5927393.044,133.87
309431,5926891,1766357.5,5927397.286,3460,143,-335.2536873,21.11484748,,1766357.5,5927397.286,132.32
309454,5926896,1766380.686,5927401.32,3480,139,-318.4690265,2.116752056,,1766380.686,5927401.32,130.11
309472,5926902,1766398.919,5927406.562,3500,134,-328.6843658,2.758579199,,1766398.919,5927406.562,128.27
309491,5926900,1766417.817,5927403.77,3520,130,-353.899705,6.233729261,,1766417.817,5927403.77,125.85
309512,5926899,1766438.755,5927401.893,3540,126,-319.1150442,7.693147315,,1766438.755,5927401.893,122.86
309533,5926900,1766459.776,5927402.014,3560,129,-325.3303835,12.84364419,,1766459.776,5927402.014,119.95
309552,5926896,1766478.59,5927397.224,3580,123,-337.5457227,14.42558704,,1766478.59,5927397.224,117.6
309572,5926895,1766498.529,5927395.389,3600,114,-329.7610619,4.828387746,,1766498.529,5927395.389,114.73
309595,5926903,1766521.841,5927402.42,3620,123,-312.9764012,19.16497124,,1766521.841,5927402.42,112.3
309614,5926904,1766540.864,5927402.624,3640,119,-301.1917404,4.090601197,,1766540.864,5927402.624,110.1
309635,5926908,1766562.01,5927405.743,3660,119,-294.4070796,2.787502789,,1766562.01,5927405.743,108.89
309655,5926910,1766582.074,5927406.905,3680,118,-301.6224189,3.905818081,,1766582.074,5927406.905,107.52
309679,5926911,1766606.093,5927406.901,3700,116,-304.8377581,1.831542878,,1766606.093,5927406.901,104.85
309698,5926911,1766625.074,5927406.106,3720,110,-292.0530973,6.069986758,,1766625.074,5927406.106,103.16
309719,5926908,1766645.928,5927402.232,3740,107,-294.2684366,3.680158367,,1766645.928,5927402.232,100.65
309736,5926906,1766662.828,5927399.523,3760,108,-268.4837758,4.638814041,,1766662.828,5927399.523,98.21
309759,5926904,1766685.722,5927396.564,3780,105,-248.699115,2.917553294,,1766685.722,5927396.564,96.33
309776,5926901,1766702.58,5927392.856,3800,105,-291.9144543,0,Reprocessed the flux and it is 0,1766702.58,5927392.856,95.33
309796,5926900,1766722.519,5927391.021,3820,102,-268.1297935,0,,1766722.519,5927391.021,94.12
309815,5926900,1766741.5,5927390.227,3840,100,-262.3451327,0,,1766741.5,5927390.227,93.29
309836,5926898,1766762.396,5927387.351,3860,102,-284.560472,0,,1766762.396,5927387.351,92.19
309856,5926900,1766782.46,5927388.513,3880,101,-258.7758112,6.211363611,,1766782.46,5927388.513,90.82
309874,5926904,1766800.61,5927391.757,3900,95,-263.9911504,10.99368502,,1766800.61,5927391.757,89.43
309898,5926905,1766824.628,5927391.752,3920,96,-240.2064897,1.831058891,,1766824.628,5927391.752,87.78
309918,5926907,1766844.692,5927392.915,3940,94,-268.4218289,0,,1766844.692,5927392.915,86.83
309936,5926908,1766862.716,5927393.161,3960,94,-247.6371681,0,,1766862.716,5927393.161,85.13
309957,5926914,1766883.946,5927398.278,3980,92,-255.8525074,11.03588337,,1766883.946,5927398.278,83.57
309977,5926911,1766903.802,5927394.444,4000,92,-259.0678466,3.295978036,,1766903.802,5927394.444,81.97
309995,5926910,1766921.742,5927392.693,4020,87,-254.2831858,0,,1766921.742,5927392.693,80.73
310016,5926910,1766942.722,5927391.815,4040,85,-280.4985251,0,Reprocessed the flux and it is 0,1766942.722,5927391.815,78.96
310034,5926912,1766960.788,5927393.061,4060,82,-229.7138643,4.727003714,,1766960.788,5927393.061,77.2
310054,5926914,1766980.852,5927394.223,4080,81,-231.9292035,0,,1766980.852,5927394.223,75.2
310073,5926918,1767000.001,5927397.425,4100,81,-204.1445428,0,Reprocessed the flux and it is 0,1767000.001,5927397.425,73.93
310094,5926920,1767021.064,5927398.545,4120,84,-209.359882,0,,1767021.064,5927398.545,73.08
310113,5926922,1767040.129,5927399.749,4140,80,-228.5752212,0,,1767040.129,5927399.749,72.28
310133,5926925,1767060.235,5927401.91,4160,77,-229.7905605,8.624092959,,1767060.235,5927401.91,71.66
310155,5926928,1767082.339,5927403.988,4180,77,-265.0058997,0,,1767082.339,5927403.988,71.05
310173,5926932,1767100.488,5927407.231,4200,75,-266.2212389,0,,1767100.488,5927407.231,70.1
310193,5926936,1767120.636,5927410.391,4220,76,-251.4365782,0,,1767120.636,5927410.391,68.85
310211,5926940,1767138.786,5927413.635,4240,71,-256.6519174,0,,1767138.786,5927413.635,67.72
310232,5926942,1767159.849,5927414.755,4260,69,-252.8672566,0,,1767159.849,5927414.755,64.93
310251,5926946,1767178.998,5927417.957,4280,69,-233.0825959,0,,1767178.998,5927417.957,63.88
310270,5926949,1767198.104,5927420.16,4300,66,-245.2979351,15.36554205,,1767198.104,5927420.16,62.96
310291,5926958,1767219.46,5927428.274,4320,69,-184.5132743,0,,1767219.46,5927428.274,62.3
310306,5926967,1767234.822,5927436.638,4340,69,-171.7286136,0,,1767234.822,5927436.638,61.82
310326,5926976,1767255.179,5927444.793,4360,70,-171.9439528,0,,1767255.179,5927444.793,61.12
310344,5926985,1767273.537,5927453.032,4380,69,-164.159292,0,,1767273.537,5927453.032,60.58
310353,5927000,1767283.155,5927467.641,4400,71,-164.3746313,0,,1767283.155,5927467.641,59.9
310366,5927017,1767296.853,5927484.081,4420,62,-176.5899705,0,,1767296.853,5927484.081,59.09
310381,5927029,1767312.34,5927495.443,4440,62,-172.8053097,0,,1767312.34,5927495.443,58.88
310391,5927047,1767323.083,5927513.007,4460,67,-185.020649,0,,1767323.083,5927513.007,58.63
310403,5927064,1767335.782,5927529.489,4480,66,-197.2359882,0,,1767335.782,5927529.489,58.82
310416,5927077,1767349.313,5927541.933,4500,67,-191.4513274,0,,1767349.313,5927541.933,58.06
310428,5927094,1767362.012,5927558.415,4520,63,-178.6666667,0,Reprocessed the flux and it is 0,1767362.012,5927558.415,57.59
310445,5927108,1767379.58,5927571.691,4540,65,-184.8820059,0,,1767379.58,5927571.691,57.05
310460,5927118,1767394.984,5927581.054,4560,63,-182.0973451,0,,1767394.984,5927581.054,56.79
310477,5927131,1767412.511,5927593.331,4580,64,-196.3126844,0,,1767412.511,5927593.331,56.74
